items	num_genomes_gene_cluster_has_hits	num_genes_in_gene_cluster	max_num_paralogs	SCG	functional_homogeneity_index	geometric_homogeneity_index	combined_homogeneity_index
GC_00003586	3	6	2	0	0.97289156626506	0.994756554307115	0.983702575733773
GC_00003587	3	6	2	0	0.97979797979798	1.0	0.989795918367347
GC_00003588	3	6	2	0	0.949556918882072	0.935293305728088	0.942371142324455
GC_00003589	3	6	2	0	0.870925255186039	0.992499758524102	0.927746594689797
GC_00003590	3	6	2	0	0.955377063810799	1.0	0.977179370150616
GC_00003591	3	6	2	0	0.764302843439534	0.968757715183479	0.854470171437075
GC_00003592	3	6	2	0	0.935581890003039	1.0	0.966718995290424
GC_00003593	3	6	2	0	0.970866560340245	1.0	0.985217954251187
GC_00003594	3	6	2	0	0.972413793103448	1.0	0.986013986013986
GC_00003595	3	6	2	0	0.980740740740741	1.0	0.990276738967838
GC_00003596	3	6	2	0	0.953606237816764	1.0	0.976252245060866
GC_00003597	3	6	2	0	0.987474747474748	1.0	0.993697906078471
GC_00003598	3	6	2	0	0.94931129476584	1.0	0.97399660825325
GC_00003599	3	6	2	0	0.976811594202899	1.0	0.988269794721408
GC_00003600	2	6	4	0	0.940044742729306	0.577539868406379	0.715496602994284
GC_00003601	3	6	2	0	0.970593149540518	1.0	0.985077157876887
GC_00003602	3	6	2	0	0.987739463601533	1.0	0.993831919814958
GC_00003603	3	6	2	0	0.985359477124183	1.0	0.992625757176718
GC_00003604	3	6	2	0	0.966505636070853	1.0	0.982967572879135
GC_00003605	3	6	2	0	0.944122071781646	1.0	0.971258014592085
GC_00003606	3	6	2	0	0.963994374120956	1.0	0.98166714408479
GC_00003607	3	6	2	0	0.979992854590925	0.957884615384615	0.968812624269117
GC_00003608	3	6	2	0	0.986240110079119	1.0	0.99307239348805
GC_00003609	3	6	2	0	0.942935528120713	1.0	0.970629765602937
GC_00003610	3	6	2	0	0.990894308943089	1.0	0.995426331264293
GC_00003611	3	6	2	0	0.888027562446167	0.758024691358025	0.817892405766542
GC_00003612	3	6	2	0	0.982479871175523	1.0	0.991162518682176
GC_00003613	3	6	2	0	0.985825027685493	0.956922609554188	0.971158826781008
GC_00003614	3	6	2	0	0.981699346405229	1.0	0.990765171503958
GC_00003615	3	6	2	0	0.982916249582916	1.0	0.991384532543582
GC_00003616	2	6	4	0	1.0	0.645607973198481	0.784643710669008
GC_00003617	3	6	2	0	0.976440624005094	1.0	0.988079896907216
GC_00003618	3	6	2	0	0.974765974765975	0.983947583947583	0.979335259633594
GC_00003619	2	6	4	0	0.822649572649573	0.818571428571429	0.82060543387692
GC_00003620	3	6	2	0	0.966532797858099	0.991082183069615	0.978653560217068
GC_00003621	3	6	2	0	0.970903277378098	1.0	0.985236859182349
GC_00003622	3	6	2	0	0.96084189916789	1.0	0.980029955067399
GC_00003623	3	6	2	0	0.976388888888889	1.0	0.98805340829234
GC_00003624	3	6	2	0	0.980155387063559	0.997478991596641	0.988741314012281
GC_00003625	3	6	2	0	0.989859762675297	1.0	0.994904044237233
GC_00003626	3	6	2	0	0.982417582417582	1.0	0.991130820399113
GC_00003627	3	6	2	0	0.971241830065359	1.0	0.985411140583554
GC_00003628	3	6	2	0	0.961655773420479	1.0	0.980453131941359
GC_00003629	3	6	2	0	0.97328727691422	1.0	0.986462831135488
GC_00003630	3	6	2	0	0.976038647342995	1.0	0.987874046548015
GC_00003631	3	6	2	0	0.965155555555556	1.0	0.982268861950425
GC_00003632	3	6	2	0	0.990795529257068	0.986968656075571	0.988878390263764
GC_00003633	3	6	2	0	0.962062997577016	1.0	0.980664737844894
GC_00003634	3	6	2	0	0.983838383838384	1.0	0.991853360488798
GC_00003635	3	6	2	0	0.932603463001786	0.977033366060438	0.954301558065066
GC_00003636	3	6	2	0	0.986168319349097	1.0	0.99303599774694
GC_00003637	3	6	2	0	0.918087201125176	1.0	0.957294538628498
GC_00003638	3	6	2	0	0.94901144640999	0.985759825759827	0.96703664305295
GC_00003639	3	6	2	0	0.982697201017812	1.0	0.991273100616016
GC_00003640	3	6	2	0	0.779614325068871	0.968873015873017	0.864000859097313
GC_00003641	3	6	2	0	0.922751322751323	1.0	0.959823885525592
GC_00003642	3	6	2	0	0.986818757921419	1.0	0.9933656545037
GC_00003643	3	6	2	0	0.889798570500325	1.0	0.941686150460734
GC_00003644	3	6	2	0	0.980246913580247	1.0	0.99002493765586
GC_00003645	3	6	2	0	0.996049382716049	1.0	0.998020781791193
GC_00003646	3	6	2	0	0.9440329218107	1.0	0.97121083827265
GC_00003647	3	6	2	0	0.963636363636364	1.0	0.981481481481482
GC_00003648	3	6	2	0	0.984045584045584	1.0	0.991958644457209
GC_00003649	3	6	2	0	0.960822722820764	0.986473429951691	0.973479134755192
GC_00003650	3	6	2	0	0.976038647342995	1.0	0.987874046548015
GC_00003651	3	6	2	0	0.979270775495095	0.99228650137741	0.985735675159905
GC_00003652	3	6	2	0	0.978369243768483	1.0	0.989066370547536
GC_00003653	3	6	2	0	0.969975308641975	1.0	0.984758848892008
GC_00003654	3	6	2	0	0.964534231200898	1.0	0.981946983546618
GC_00003655	3	6	2	0	0.970244821092279	1.0	0.984897725100363
GC_00003656	3	6	2	0	0.903225806451613	1.0	0.949152542372881
GC_00003657	3	6	2	0	0.943859649122807	1.0	0.971119133574007
GC_00003658	3	6	2	0	0.968395061728395	1.0	0.983943803311591
GC_00003659	3	6	2	0	0.983281086729363	1.0	0.991570073761854
GC_00003660	3	6	2	0	0.988230739450252	1.0	0.994080535867279
GC_00003661	3	6	2	0	0.98962962962963	1.0	0.994787788533135
GC_00003662	3	6	2	0	0.97037037037037	1.0	0.984962406015038
GC_00003663	3	6	2	0	0.991744066047472	0.978962034134447	0.985311597857212
GC_00003664	3	6	2	0	0.778899303052151	0.92323383084577	0.844947052705765
GC_00003665	3	6	2	0	0.965729585006693	1.0	0.982566058294743
GC_00003666	3	6	2	0	0.99039039039039	1.0	0.995171997585999
GC_00003667	3	6	2	0	0.955555555555556	1.0	0.977272727272727
GC_00003668	3	6	2	0	0.977099811676083	1.0	0.988417282633544
GC_00003669	2	6	4	0	0.764497716894977	0.861137811051014	0.809945254225903
GC_00003670	2	6	4	0	0.954248366013072	0.830369357045143	0.888009338817717
GC_00003671	3	6	2	0	0.939094650205761	1.0	0.968590831918506
GC_00003672	3	6	2	0	0.986305633364457	0.991666666666666	0.988978884828363
GC_00003673	3	6	2	0	0.964327485380117	1.0	0.981839833283715
GC_00003674	3	6	2	0	0.967989417989418	1.0	0.983734372899583
GC_00003675	3	6	2	0	0.989033283983111	0.990919986576541	0.989975736357935
GC_00003676	3	6	2	0	0.980601357904947	0.812717058222677	0.888800832823159
GC_00003677	3	6	2	0	0.958974358974359	1.0	0.979057591623037
GC_00003678	3	6	2	0	0.969739952718676	1.0	0.984637542006721
GC_00003679	3	6	2	0	0.981521306252489	1.0	0.990674491518611
GC_00003680	2	6	4	0	0.88631090487239	0.736435517296346	0.804452033661265
GC_00003681	3	6	2	0	0.96	1.0	0.979591836734694
GC_00003682	3	6	2	0	0.970545693622617	1.0	0.985052715868144
GC_00003683	3	6	2	0	0.971326164874552	1.0	0.985454545454545
GC_00003684	3	6	2	0	0.985823828854952	0.982710622710623	0.984264764039614
GC_00003685	3	6	2	0	0.789647577092511	0.940713258729728	0.858586174763657
GC_00003686	3	6	2	0	0.975116640746501	0.9244295991778	0.949096859461356
GC_00003687	3	6	2	0	0.986473429951691	1.0	0.993190661478599
GC_00003688	2	6	4	0	0.840182648401826	0.686244725738397	0.755451482187197
GC_00003689	3	6	2	0	0.975735735735736	1.0	0.987718871595331
GC_00003690	3	6	2	0	0.953076251091976	0.994785847299814	0.973484485135416
GC_00003691	3	6	2	0	0.97504873294347	1.0	0.987366758784051
GC_00003692	3	6	2	0	0.945893719806763	1.0	0.972194637537239
GC_00003693	2	6	4	0	0.908166841920785	0.928553027050236	0.918246798957564
GC_00003694	3	6	2	0	0.947325102880658	1.0	0.972950126796281
GC_00003695	3	6	2	0	0.985890652557319	1.0	0.992895204262877
GC_00003696	3	6	2	0	0.979098478323285	0.944391035151223	0.961431626199473
GC_00003697	3	6	2	0	0.989417989417989	1.0	0.99468085106383
GC_00003698	3	6	2	0	0.94647550776583	1.0	0.97250184139455
GC_00003699	3	6	2	0	0.987878787878788	0.800967937084089	0.884658505141433
GC_00003700	3	6	2	0	0.931459170013387	1.0	0.964513446077072
GC_00003701	3	6	2	0	0.912788259958071	1.0	0.954405962297238
GC_00003702	3	6	2	0	0.95406162464986	0.733333333333333	0.829260734838424
GC_00003703	3	6	2	0	0.977608142493639	1.0	0.988677303139475
GC_00003704	3	6	2	0	0.940966921119593	1.0	0.969585736759308
GC_00003705	3	6	2	0	0.773625974968257	0.996929131925409	0.871196009270974
GC_00003706	3	6	2	0	0.976470588235294	1.0	0.988095238095238
GC_00003707	3	6	2	0	0.977425044091711	1.0	0.988583660363896
GC_00003708	3	6	2	0	0.959553203997648	1.0	0.979359174366975
GC_00003709	3	6	2	0	0.983333333333333	1.0	0.991596638655462
GC_00003710	3	6	2	0	0.984942319368549	1.0	0.992414046249847
GC_00003711	3	6	2	0	0.978154425612053	1.0	0.988956587966489
GC_00003712	3	6	2	0	0.909135802469136	1.0	0.952405587170202
GC_00003713	3	6	2	0	0.946177370030581	1.0	0.972344437460717
GC_00003714	3	6	2	0	0.994227994227994	1.0	0.997105643994211
GC_00003715	3	6	2	0	0.966437281178317	0.994964720818382	0.980493543574632
GC_00003716	3	6	2	0	0.991033816425121	1.0	0.995496719593152
GC_00003717	3	6	2	0	0.963963963963964	0.929824561403509	0.946586546486397
GC_00003718	3	6	2	0	0.892397660818713	1.0	0.943139678615575
GC_00003719	3	6	2	0	0.992592592592593	1.0	0.996282527881041
GC_00003720	3	6	2	0	0.824936918124076	0.957258314325139	0.886185429396306
GC_00003721	3	6	2	0	0.97999037999038	1.0	0.989894082207754
GC_00003722	3	6	2	0	0.984405458089669	1.0	0.992141453831041
GC_00003723	3	6	2	0	0.977299880525687	0.992	0.984595074694959
GC_00003724	3	6	2	0	0.980029955067399	0.948936170212766	0.964232455995436
GC_00003725	3	6	2	0	0.975576323987539	1.0	0.987637189352845
GC_00003726	3	6	2	0	0.793617021276596	0.882672882672882	0.835779327022173
GC_00003727	3	6	2	0	0.995027195027195	1.0	0.997507399906527
GC_00003728	3	6	2	0	0.93993993993994	1.0	0.969040247678019
GC_00003729	3	6	2	0	0.950824122551871	1.0	0.974792254781122
GC_00003730	2	6	4	0	0.984848484848485	0.892658227848103	0.936489970702767
GC_00003731	3	6	2	0	0.969047619047619	1.0	0.984280532043531
GC_00003732	3	6	2	0	0.989351081530782	0.920070378283273	0.953453852904363
GC_00003733	2	6	4	0	0.921514944102213	0.638712522045856	0.754483749095355
GC_00003734	3	6	2	0	0.974098601913171	1.0	0.986879379752497
GC_00003735	3	6	2	0	0.988187523071244	0.956579621095751	0.972126713705802
GC_00003736	3	6	2	0	0.97047397047397	0.869442262372348	0.917184238498798
GC_00003737	3	6	2	0	0.98294670846395	0.982953378517146	0.982950043479233
GC_00003738	3	6	2	0	0.98007662835249	1.0	0.989938080495356
GC_00003739	3	6	2	0	0.976608187134503	1.0	0.988165680473373
GC_00003740	3	6	2	0	0.991563406274717	0.955759413156424	0.973332258865382
GC_00003741	3	6	2	0	0.970483108497636	0.950758425596256	0.960519514000763
GC_00003742	3	6	2	0	0.970828535395076	0.993324741854153	0.981947809751911
GC_00003743	3	6	2	0	0.959057239057239	1.0	0.97910078372061
GC_00003744	3	6	2	0	0.953983565559128	1.0	0.976449937833687
GC_00003745	3	6	2	0	0.94931129476584	1.0	0.97399660825325
GC_00003746	3	6	2	0	0.990610328638498	1.0	0.995283018867925
GC_00003747	3	6	2	0	0.948545861297539	0.927861377108982	0.938089611999124
GC_00003748	3	6	2	0	0.991111111111111	1.0	0.995535714285714
GC_00003749	3	6	2	0	0.972155287817938	1.0	0.985881075210426
GC_00003750	3	6	2	0	0.976344086021505	1.0	0.988030467899891
GC_00003751	3	6	2	0	0.969670457859434	0.965206101914962	0.96743312956536
GC_00003752	3	6	2	0	0.97830271216098	1.0	0.989032372191757
GC_00003753	3	6	2	0	0.949119064549261	0.986999423441233	0.967688677421278
GC_00003754	3	6	2	0	0.845702306079665	1.0	0.916401635620173
GC_00003755	3	6	2	0	0.956284153005464	1.0	0.977653631284916
GC_00003756	3	6	2	0	0.992982456140351	1.0	0.996478873239437
GC_00003757	3	6	2	0	0.950617283950617	1.0	0.974683544303797
GC_00003758	3	6	2	0	0.938945005611672	1.0	0.968511229451262
GC_00003759	3	6	2	0	0.966666666666667	1.0	0.983050847457627
GC_00003760	3	6	2	0	0.937487147851121	0.921613791105316	0.929482704611583
GC_00003761	3	6	2	0	0.985868221162339	1.0	0.992883828500267
GC_00003762	3	6	2	0	0.965249199817101	1.0	0.982317356910191
GC_00003763	3	6	2	0	0.979120059656972	0.862374245472837	0.917046466363609
GC_00003764	2	6	4	0	0.942571785268414	0.610166709855749	0.740789162922245
GC_00003765	3	6	2	0	0.98320987654321	1.0	0.991533864541833
GC_00003766	3	6	2	0	0.985522377671052	0.991550086105144	0.988527043234259
GC_00003767	3	6	2	0	0.97037037037037	1.0	0.984962406015038
GC_00003768	3	6	2	0	0.96103500761035	1.0	0.980130394287488
GC_00003769	3	6	2	0	0.811189782035263	0.976265649159558	0.886105136194515
GC_00003770	3	6	2	0	0.968888888888889	1.0	0.984198645598194
GC_00003771	3	6	2	0	0.983193277310924	0.906821480406386	0.943464361446063
GC_00003772	3	6	2	0	0.854660347551343	0.98612756497448	0.915699328180183
GC_00003773	3	6	2	0	0.936	1.0	0.966942148760331
GC_00003774	3	6	2	0	0.986623516720604	1.0	0.993266724587315
GC_00003775	3	6	2	0	0.974323062558357	0.929402478490805	0.951332794215113
GC_00003776	3	6	2	0	0.940350877192982	1.0	0.969258589511754
GC_00003777	3	6	2	0	0.989542483660131	1.0	0.994743758212878
GC_00003778	3	6	2	0	0.957545605306799	1.0	0.978312436462216
GC_00003779	3	6	2	0	0.943434343434343	1.0	0.970893970893971
GC_00003780	3	6	2	0	0.962028047464941	1.0	0.980646580162745
GC_00003781	3	6	2	0	0.965505804311774	1.0	0.982450219372258
GC_00003782	3	6	2	0	0.982370679656692	0.959414141414141	0.97075670995666
GC_00003783	3	6	2	0	0.962891046386192	1.0	0.981094746098043
GC_00003784	3	6	2	0	0.987464387464387	1.0	0.993692660550459
GC_00003785	3	6	2	0	0.971851851851852	1.0	0.98572501878287
GC_00003786	3	6	2	0	0.936106722836581	0.981637596899224	0.958331665373518
GC_00003787	3	6	2	0	0.973435504469987	1.0	0.986538959358012
GC_00003788	3	6	2	0	0.985428051001822	1.0	0.992660550458716
GC_00003789	3	6	2	0	0.921428571428571	1.0	0.95910780669145
GC_00003790	3	6	2	0	0.97157907631998	0.980834312573441	0.976184757648235
GC_00003791	3	6	2	0	0.812692099077924	0.988638088923485	0.892072279771271
GC_00003792	3	6	2	0	0.970897587979438	1.0	0.985233929861167
GC_00003793	3	6	2	0	0.975515635395875	1.0	0.987606089182271
GC_00003794	3	6	2	0	0.95625	1.0	0.977635782747604
GC_00003795	3	6	2	0	0.98949494949495	1.0	0.994719740048741
GC_00003796	3	6	2	0	0.98656330749354	1.0	0.993236212278876
GC_00003797	3	6	2	0	0.96766607877719	0.98198794669383	0.974774409581837
GC_00003798	3	6	2	0	0.980414312617702	1.0	0.99011030810194
GC_00003799	3	6	2	0	0.966666666666667	1.0	0.983050847457627
GC_00003800	3	6	2	0	0.981620122796593	1.0	0.990724823091992
GC_00003801	3	6	2	0	0.981286549707602	1.0	0.990554899645809
GC_00003802	3	6	2	0	0.979746835443038	1.0	0.989769820971867
GC_00003803	3	6	2	0	0.983130575831306	1.0	0.99149353836087
GC_00003804	3	6	2	0	0.973435504469987	1.0	0.986538959358012
GC_00003805	3	6	2	0	0.991582491582492	1.0	0.995773457311919
GC_00003806	3	6	2	0	0.964556371691734	0.973076923076921	0.968797913241984
GC_00003807	3	6	2	0	0.98083548664944	0.990008762220996	0.985400775973827
GC_00003808	2	6	4	0	1.0	0.653919322199387	0.790751173194836
GC_00003809	3	6	2	0	0.904498617743152	0.986232406739539	0.943598890713163
GC_00003810	3	6	2	0	0.94729907773386	0.973450336071695	0.960196680475244
GC_00003811	3	6	2	0	0.806671920147097	0.989559431325138	0.888805115123343
GC_00003812	3	6	2	0	0.955555555555556	1.0	0.977272727272727
GC_00003813	2	6	4	0	0.923950617283951	0.738692555459784	0.821000505446785
GC_00003814	3	6	2	0	0.95095785440613	1.0	0.974862529457973
GC_00003815	3	6	2	0	0.964785914365746	0.891039426523297	0.926447407429391
GC_00003816	3	6	2	0	0.918987341772152	0.942640692640693	0.930663750612622
GC_00003817	3	6	2	0	0.928159764106688	0.931090327035341	0.929622735984176
GC_00003818	3	6	2	0	0.980337941628264	1.0	0.990071362085014
GC_00003819	3	6	2	0	0.951720248166949	1.0	0.975262975378569
GC_00003820	3	6	2	0	0.987995712754555	1.0	0.993961613111926
GC_00003821	3	6	2	0	0.991975308641975	1.0	0.995971490548497
GC_00003822	3	6	2	0	0.980177360459051	0.904639376218323	0.940894696756692
GC_00003823	3	6	2	0	0.978294573643411	1.0	0.989028213166144
GC_00003824	3	6	2	0	0.978039215686274	1.0	0.988897700237906
GC_00003825	3	6	2	0	0.996707818930041	1.0	0.998351195383347
GC_00003826	3	6	2	0	0.931196581196581	1.0	0.96437264881611
GC_00003827	3	6	2	0	0.974554707379135	1.0	0.987113402061856
GC_00003828	3	6	2	0	0.979231568016615	1.0	0.989506820566632
GC_00003829	3	6	2	0	0.972468043264503	1.0	0.986041874376869
GC_00003830	3	6	2	0	0.967430025445293	1.0	0.983445421624418
GC_00003831	3	6	2	0	0.975308641975309	1.0	0.9875
GC_00003832	3	6	2	0	0.99664570230608	1.0	0.998320033599328
GC_00003833	3	6	2	0	0.998198198198198	1.0	0.999098286744815
GC_00003834	3	6	2	0	0.940740740740741	1.0	0.969465648854962
GC_00003835	3	6	2	0	0.971315996847912	1.0	0.985449312440038
GC_00003836	3	6	2	0	0.955901426718547	0.772777971418613	0.854640329735804
GC_00003837	3	6	2	0	0.971130104463438	1.0	0.985353632684525
GC_00003838	3	6	2	0	0.973770491803279	1.0	0.98671096345515
GC_00003839	3	6	2	0	0.969949494949495	1.0	0.984745545442892
GC_00003840	3	6	2	0	0.977584541062802	1.0	0.988665233535275
GC_00003841	3	6	2	0	0.980992313067785	1.0	0.990404966840694
GC_00003842	3	6	2	0	0.98204849800941	1.0	0.990942955226061
GC_00003843	3	6	2	0	0.967331433998101	1.0	0.983394477698397
GC_00003844	3	6	2	0	0.980487804878049	1.0	0.990147783251232
GC_00003845	3	6	2	0	0.972892842016095	0.897447886226379	0.933648731921241
GC_00003846	3	6	2	0	0.761010163227595	0.971268129115661	0.853378952727309
GC_00003847	3	6	2	0	0.991432396251673	1.0	0.995697768217263
GC_00003848	3	6	2	0	0.968359215959984	0.997563098346392	0.982744244526419
GC_00003849	3	6	2	0	0.970463253221874	1.0	0.985010252421693
GC_00003850	3	6	2	0	0.813005187598021	0.987710801695064	0.891883018087633
GC_00003851	3	6	2	0	0.963532763532764	1.0	0.981427742309925
GC_00003852	1	6	6	0	0.922984356197353	0.61004329004329	0.734573071390959
GC_00003853	3	6	2	0	0.953992183137912	1.0	0.976454451937364
GC_00003854	3	6	2	0	0.971248876909254	1.0	0.985414767547858
GC_00003855	2	6	4	0	1.0	0.652271513986762	0.789545190926759
GC_00003856	3	6	2	0	0.963065558633426	0.963210884353741	0.963138216011617
GC_00003857	3	6	2	0	0.977777777777778	1.0	0.98876404494382
GC_00003858	3	6	2	0	0.982306477093207	1.0	0.991074274784826
GC_00003859	3	6	2	0	0.962469135802469	1.0	0.980875691997987
GC_00003860	3	6	2	0	0.979933110367893	1.0	0.989864864864865
GC_00003861	3	6	2	0	0.975631706472828	1.0	0.987665568715397
GC_00003862	3	6	2	0	0.998084291187739	0.827772241047107	0.904985091527577
GC_00003863	3	6	2	0	0.975308641975309	1.0	0.9875
GC_00003864	3	6	2	0	0.961253561253561	1.0	0.980244044160372
GC_00003865	3	6	2	0	0.972195892575039	1.0	0.985901954501762
GC_00003866	3	6	2	0	0.984934086629002	1.0	0.992409867172676
GC_00003867	2	6	4	0	0.807355516637478	0.976453128864707	0.883889448921142
GC_00003868	3	6	2	0	0.981416957026713	0.916813991065488	0.948016149642191
GC_00003869	3	6	2	0	0.950263602904606	0.984335893337491	0.966999706438623
GC_00003870	3	6	2	0	0.852072968490879	1.0	0.92012893982808
GC_00003871	3	6	2	0	0.983306920232435	1.0	0.991583209034733
GC_00003872	3	6	2	0	0.972881355932203	1.0	0.986254295532646
GC_00003873	3	6	2	0	0.983539094650206	1.0	0.991701244813278
GC_00003874	2	6	4	0	0.900740740740741	1.0	0.947778643803585
GC_00003875	3	6	2	0	0.767554479418886	0.983333333333333	0.862147647912969
GC_00003876	3	6	2	0	0.980555555555556	1.0	0.990182328190743
GC_00003877	2	6	4	0	0.903964933253636	0.602061745479909	0.722753073703821
GC_00003878	2	6	4	0	0.918106643855147	0.592533975950407	0.720236663700991
GC_00003879	3	6	2	0	0.934502923976608	1.0	0.966142684401451
GC_00003880	3	6	2	0	0.972166105499439	1.0	0.985886637832916
GC_00003881	3	6	2	0	0.99154334038055	0.985416666666666	0.988470510127014
GC_00003882	3	6	2	0	0.979719525350593	1.0	0.989755884917175
GC_00003883	3	6	2	0	0.929411764705882	1.0	0.963414634146341
GC_00003884	3	6	2	0	0.99090113735783	1.0	0.995429776762173
GC_00003885	3	6	2	0	0.981395348837209	1.0	0.990610328638498
GC_00003886	3	6	2	0	0.967645806726267	0.799999999999999	0.875873031164202
GC_00003887	3	6	2	0	0.978167641325536	1.0	0.988963342530548
GC_00003888	3	6	2	0	0.808729496802891	0.882537028189201	0.844022767754726
GC_00003889	3	6	2	0	0.972881355932203	1.0	0.986254295532646
GC_00003890	3	6	2	0	0.933333333333333	1.0	0.96551724137931
GC_00003891	3	6	2	0	0.759994678374243	0.9855695775369	0.858206888184268
GC_00003892	3	6	2	0	0.984774954800647	0.921025165971903	0.951833832209613
GC_00003893	3	6	2	0	0.980246913580247	1.0	0.99002493765586
GC_00003894	3	6	2	0	0.731931668856767	0.910281385281385	0.811421845392546
GC_00003895	3	6	2	0	0.98895292987512	0.994982078853045	0.991958343117056
GC_00003896	3	6	2	0	0.973416407061267	1.0	0.986529151757525
GC_00003897	3	6	2	0	0.988788788788789	1.0	0.994362794443326
GC_00003898	3	6	2	0	0.967555040556199	0.894669051878355	0.929685696035489
GC_00003899	3	6	2	0	0.968627450980392	1.0	0.98406374501992
GC_00003900	3	6	2	0	0.973830765071641	1.0	0.986741905440202
GC_00003901	3	6	2	0	0.991919191919192	1.0	0.995943204868154
GC_00003902	3	6	2	0	0.966521106259097	0.864580073030777	0.91271295992431
GC_00003903	3	6	2	0	0.986947791164659	0.994756554307115	0.990836787801713
GC_00003904	3	6	2	0	0.97722681359045	1.0	0.988482258963403
GC_00003905	3	6	2	0	0.907625272331155	1.0	0.951576062128826
GC_00003906	3	6	2	0	0.980031379261161	1.0	0.989914997838928
GC_00003907	3	6	2	0	0.987472035794183	1.0	0.993696533093201
GC_00003908	3	6	2	0	0.993973634651601	1.0	0.996977710615792
GC_00003909	3	6	2	0	0.914438502673797	1.0	0.955307262569832
GC_00003910	3	6	2	0	0.974712643678161	0.945096858375991	0.95967631827421
GC_00003911	3	6	2	0	0.94533448176859	1.0	0.971899167601393
GC_00003912	3	6	2	0	0.94671510747805	0.954955570745044	0.950817485012088
GC_00003913	3	6	2	0	0.932275132275132	1.0	0.964950711938664
GC_00003914	3	6	2	0	0.986473429951691	0.941931411739953	0.963688008274488
GC_00003915	3	6	2	0	0.971246662559047	0.997235023041477	0.984069290561421
GC_00003916	2	6	4	0	1.0	0.602155350035733	0.751681601939915
GC_00003917	3	6	2	0	0.937873357228196	1.0	0.967940813810111
GC_00003918	3	6	2	0	0.976737067646159	1.0	0.988231650665841
GC_00003919	3	6	2	0	0.985054080629302	1.0	0.992470774717654
GC_00003920	3	6	2	0	0.904041818351536	0.996094839609486	0.947838552851722
GC_00003921	2	4	2	0	0.972222222222222	1.0	0.985915492957746
GC_00003922	2	4	2	0	0.973429951690821	1.0	0.986536107711138
GC_00003923	2	4	2	0	1.0	1.0	1.0
GC_00003924	2	4	2	0	0.984313725490196	1.0	0.992094861660079
GC_00003925	2	4	2	0	0.984459984459985	1.0	0.992169146436962
GC_00003926	2	4	2	0	0.981399902104748	1.0	0.990612648221344
GC_00003927	2	4	2	0	1.0	0.962955240478178	0.981128067131679
GC_00003928	2	4	2	0	0.977915804002761	0.897974217311235	0.936241643932363
GC_00003929	2	4	2	0	0.996632996632997	1.0	0.998313659359191
GC_00003930	2	4	2	0	0.973895582329317	0.971226000103503	0.972558959282272
GC_00003931	2	4	2	0	0.986928104575163	1.0	0.993421052631579
GC_00003932	2	4	2	0	1.0	1.0	1.0
GC_00003933	2	4	2	0	0.975696626859418	0.945826978478226	0.960529644216035
GC_00003934	2	4	2	0	0.964391691394659	1.0	0.981873111782477
GC_00003935	2	4	2	0	0.995305164319249	1.0	0.997647058823529
GC_00003936	2	4	2	0	0.991869918699187	1.0	0.995918367346939
GC_00003937	2	4	2	0	1.0	1.0	1.0
GC_00003938	2	4	2	0	1.0	1.0	1.0
GC_00003939	2	4	2	0	0.972482801751094	0.776867030965391	0.863737844463176
GC_00003940	2	4	2	0	0.966873706004141	1.0	0.983157894736842
GC_00003941	2	4	2	0	0.985393844548774	0.662574354668799	0.792365642682298
GC_00003942	2	4	2	0	0.804843304843305	0.811962630736594	0.808387293428525
GC_00003943	2	4	2	0	0.979259259259259	1.0	0.989520958083832
GC_00003944	2	4	2	0	0.850574712643678	0.880532856656453	0.865294560322067
GC_00003945	2	4	2	0	0.972463768115942	1.0	0.986039676708303
GC_00003946	2	4	2	0	0.981651376146789	1.0	0.990740740740741
GC_00003947	2	4	2	0	0.95679012345679	1.0	0.977917981072555
GC_00003948	2	4	2	0	0.991397849462366	1.0	0.995680345572354
GC_00003949	2	4	2	0	0.980334316617502	1.0	0.990069513406157
GC_00003950	2	4	2	0	0.981481481481482	1.0	0.990654205607477
GC_00003951	2	4	2	0	0.987228607918263	1.0	0.993573264781491
GC_00003952	2	4	2	0	0.994100294985251	1.0	0.997041420118343
GC_00003953	2	4	2	0	1.0	1.0	1.0
GC_00003954	2	4	2	0	0.993447993447993	0.944314944314943	0.968258571087815
GC_00003955	2	4	2	0	0.893549842129003	0.659288402691143	0.758748762283847
GC_00003956	2	4	2	0	0.975812547241119	0.983445938362774	0.979614372722158
GC_00003957	2	4	2	0	0.98408186469585	0.997165532879818	0.990580498132187
GC_00003958	2	4	2	0	1.0	1.0	1.0
GC_00003959	2	4	2	0	0.990644116588701	0.99820518543317	0.99441027843831
GC_00003960	2	4	2	0	0.923747276688453	0.954593546111797	0.938917131397426
GC_00003961	2	4	2	0	0.990196078431373	1.0	0.995073891625616
GC_00003962	2	4	2	0	1.0	0.971786833855801	0.985691573926869
GC_00003963	2	4	2	0	0.995098039215686	1.0	0.997542997542998
GC_00003964	2	4	2	0	0.989729225023343	1.0	0.994838104176443
GC_00003965	2	4	2	0	0.977353149327672	1.0	0.988546886184681
GC_00003966	2	4	2	0	0.983479882760458	1.0	0.991671144545943
GC_00003967	2	4	2	0	0.981258366800535	1.0	0.990540540540541
GC_00003968	2	4	2	0	0.998730158730159	1.0	0.999364675984752
GC_00003969	2	4	2	0	0.978978978978979	1.0	0.98937784522003
GC_00003970	2	4	2	0	1.0	1.0	1.0
GC_00003971	2	4	2	0	0.988851727982163	1.0	0.994394618834081
